header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
Vrijstaand (Bouwnr. 1),6627 AB Maasbommel        ,https://www.funda.nl/en/koop/maasbommel/huis-41380988-vrijstaand-bouwnr-1/?navigateSource=resultlist,20220128_051415,Price on request,6+ months,Under option,Available in consultation,"Single-family home, detached residential property",New property,2021,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area151 m²Other space inside the building19 m²,151 m²,19 m²,763 m²,584 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation and solar panels,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,Electrical boiler,"Alongside a quiet road, sheltered location and in residential district","Back garden, front garden and side garden",270 m² (15 meter deep and 18 meter broad),Located at the west accessible via the rear,Not yet present but possible,Parking on private property,no
