header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Back garden,error
Thomas J. Witteroosstraat (Bouwnr. 95),6827 AX Arnhem        ,https://www.funda.nl/en/koop/arnhem/huis-41345188-thomas-j-witteroosstraat-bouwnr-95/?navigateSource=resultlist,20220129_031304,"€ 449,500 vrij op naam","€ 2,997    The asking price per m² (€ 449,500) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Single-family home, corner house",New property,2020,Living area150 m²,150 m²,103 m²,549 m³,5 rooms (4 bedrooms),2 stories and a attic,A        What does this mean?,103 m²,Full ownership,Back garden,"38 m² (7 meter deep and 5,4 meter broad)",no
