header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sauterneslaan 23 B,6213 EP Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42682991-sauterneslaan-23-b/?navigateSource=resultlist,20220127_235018,"€ 219,000 kosten koper","€ 2,844    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1979,Disabled access friendly and accessible for seniors,Flat roof,Living area77 m²Exterior space attached to the building5 m²External storage space10 m²,77 m²,5 m²,10 m²,246 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,Elevator,C        What does this mean?,Partly double glazed,Communal central heating,Electrical boiler (rental),In residential district,Built-in,Parking on private property and public parking,No,No,No,No,No,No,no
