header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Loderlaan 16,3527 KC Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42542494-loderlaan-16/?navigateSource=resultlist,20220131_164325,"€ 395,000 kosten koper","€ 4,031    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1962,Living area98 m²External storage space7 m²,98 m²,7 m²,122 m²,258 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Intergas (gas-fired from 2011, in ownership)",122 m²,Full ownership,In residential district,Back garden,Detached brick storage,Public parking,no
