header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Area,Ownership situation,Garden,Back garden,Garden location,error
Didolaan 26,5631 BH Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42657601-didolaan-26/?navigateSource=resultlist,20220201_002254,"€ 300,000 kosten koper","€ 3,333    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1967,Living area90 m²Other space inside the building19 m²Exterior space attached to the building2 m²External storage space20 m²,90 m²,19 m²,2 m²,20 m²,158 m²,367 m³,5 rooms (4 bedrooms),2 stories and a attic,Outdoor awning,E        What does this mean?,158 m²,Full ownership,Back garden and front garden,"72 m² (12,5 meter deep and 5,75 meter broad)",Located at the east accessible via the rear,no
