header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Kaapstanderstraat 6,2031 WR Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-88059450-kaapstanderstraat-6/?navigateSource=resultlist,20220128_081802,"€ 800,000 kosten koper","€ 6,400    The asking price per m² (€ 800,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 82 per month,Today,Available,Available in consultation,"Single-family home, row house",Resale property,2015,Combination roof covered with asphalt roofing and roof tiles,Living area125 m²External storage space5 m²,125 m²,5 m²,448 m³,5 rooms (3 bedrooms),3 stories,Skylight and mechanical ventilation,A+        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas HRE (gas-fired combination boiler from 2015, in ownership)",Full ownership,Full ownership,Back garden,"31 m² (6 meter deep and 5,1 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Electricity,Underground parking,Parking on gated property,no
