header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
De Verrekijker 26,4564 DA Sint Jansteen        ,https://www.funda.nl/en/koop/sint-jansteen/huis-88039025-de-verrekijker-26/?navigateSource=resultlist,20220127_220724,"€ 350,000 kosten koper","€ 2,500    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1981-1990,Living area140 m²,140 m²,276 m²,607 m³,8 rooms (4 bedrooms),1 separate toilet,2 stories and a attic,C        What does this mean?,276 m²,Full ownership,Back garden,Attached brick garage,1 car,Parking on private property and public parking,no
