header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of garage,error
Burgemeester Feithplein 267,2273 BW Voorburg        ,https://www.funda.nl/en/koop/voorburg/appartement-42436344-burgemeester-feithplein-267/?navigateSource=resultlist,20220127_220638,"€ 1,420,000 vrij op naam","€ 5,772    The asking price per m² (€ 1,420,000) is calculated by dividing the asking price of the home by the living area (246 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Penthouse (apartment),New property,2020,Accessible for seniors,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area246 m²,246 m²,689 m³,1 room,1 separate toilet,14 stories,14th floor,"Elevator, mechanical ventilation and TV via cable",Not available,"Roof insulation, double glazing, insulated walls and floor insulation",Complete floor heating,In center,Sun terrace,Built-in,Parking place,no
