header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Pieter Cornelisz. Hooftstraat 141,1071 BT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42657340-pieter-cornelisz-hooftstraat-141/?navigateSource=resultlist,20220130_190402,"€ 2,250,000 kosten koper","€ 8,721    The asking price per m² (€ 2,250,000) is calculated by dividing the asking price of the home by the living area (258 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1905,Living area258 m²Exterior space attached to the building14 m²,258 m²,14 m²,112 m²,932 m³,9 rooms (6 bedrooms),3 bathrooms and 2 separate toilets,"2 baths, shower and 2 toilets",6 stories,F        What does this mean?,CH boiler,CH boiler,"Remeha calenta (gas-fired from 2020, to rent)",112 m²,Full ownership,Back garden,"42 m² (8,4 meter deep and 5 meter broad)",Located at the southeast accessible via the rear,Balcony present,"Paid parking, public parking and resident's parking permits",no
