header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerkraderstraat 1 B,6471 BJ Eygelshoven        ,https://www.funda.nl/en/koop/eygelshoven/appartement-88857238-kerkraderstraat-1-b/?navigateSource=resultlist,20220127_214100,"€ 164,000 kosten koper","€ 2,050    The asking price per m² (€ 164,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,€ 75.00 per month,Ground-floor apartment (apartment),Resale property,2003,Flat roof,Living area80 m²Exterior space attached to the building7 m²External storage space4 m²,80 m²,7 m²,4 m²,218 m³,3 rooms (2 bedrooms),1 story,Ground floor,B            1.17What does this mean?,"Roof insulation, double glazing and insulated walls",Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Parking on private property and public parking,Yes,Yes,Yes (€ 75.00 per month),Yes,Yes,Yes,no
