header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
de Berk 3,3224 TA Hellevoetsluis        ,https://www.funda.nl/en/koop/hellevoetsluis/huis-88012857-de-berk-3/?navigateSource=resultlist,20220129_041128,"€ 269,000 kosten koper","€ 2,187    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1978,Gable roof covered with roof tiles,Living area123 m²Exterior space attached to the building4 m²External storage space4 m²,123 m²,4 m²,4 m²,123 m²,409 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories and a loft,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2018, in ownership)",123 m²,Full ownership,In residential district,Back garden and front garden,48 m² (8 meter deep and 6 meter broad),Located at the northwest accessible via the rear,Attached brick storage,Public parking,no
