header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kelloggplaats 246,3068 JG Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42679605-kelloggplaats-246/?navigateSource=resultlist,20220126_164808,"€ 185,000 kosten koper","€ 4,111    The asking price per m² (€ 185,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 134.00 per month,Galleried apartment (apartment),Resale property,1970,Flat roof,Living area45 m²Exterior space attached to the building4 m²External storage space7 m²,45 m²,4 m²,7 m²,150 m³,2 rooms (1 bedroom),1 bathroom,1 story,8th floor,TV via cable,D        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,Built-in,Public parking,Yes,Yes,Yes (€ 134.00 per month),Yes,Yes,Yes,no
