header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Albert van Dalsumlaan 703,3584 HP Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42596824-albert-van-dalsumlaan-703/?navigateSource=resultlist,20220131_161035,"€ 450,000 kosten koper","€ 4,839    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 152 per month,3 months,Available,Available in consultation,Maisonnette,Resale property,1979,Living area93 m²Exterior space attached to the building15 m²External storage space7 m²,93 m²,15 m²,7 m²,289 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,5 stories,2nd floor,Outdoor awning,D        What does this mean?,Double glazing,District heating,Central facility,See deed,In residential district,Balcony present,Attached brick storage,Yes,Yes,Yes,Yes,Yes,Yes,no
