header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Specific,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Side garden,Garden location,Type of garage,Type of parking facilities,Office space,error
Gauke Boelensstraat 82 a,9203 RP Drachten        ,https://www.funda.nl/en/koop/drachten/huis-42422122-gauke-boelensstraat-82-a/?navigateSource=resultlist,20220130_135047,"€ 525,000 kosten koper","€ 1,721    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (305 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1971-1980,Double occupancy possible,Living area305 m²,305 m²,584 m²,"1,000 m³",8 rooms (5 bedrooms),2 separate toilets,2 stories,"Air conditioning, alarm installation, outdoor awning and skylight",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,HR Nefit (gas-fired combination boiler from 2009),584 m²,Full ownership,In residential district,Surrounded by garden and side garden,180 m² (15 meter deep and 12 meter broad),Located at the southwest,Possibility for garage and parking place,Parking on private property,        (built-in)    ,no
