header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Type apartment,Area,Number of rooms,Volume in cubic meters,Provisional energy label,Building type,Construction period,error
Walstraatje 2 B,4001 AZ Tiel        ,https://www.funda.nl/en/koop/tiel/appartement-88936429-walstraatje-2-b/?navigateSource=resultlist,20220128_045744,"€ 257,500 kosten koper","€ 2,341    The asking price per m² (€ 257,500) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Upstairs apartment (apartment),110 m² residential surface area,3 rooms (2 bedrooms),325 m³,E        What does this mean?,Resale property,1945-1959,no
