header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Shed / storage,error
Kerkstraat 20,4265 JE Genderen        ,https://www.funda.nl/en/koop/genderen/huis-88048148-kerkstraat-20/?navigateSource=resultlist,20220128_023222,"€ 240,000 kosten koper","€ 3,158    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available on 1/16/2023,"Single-family home, detached residential property",Resale property,1935,Living area76 m²External storage space5 m²,76 m²,5 m²,139 m²,248 m³,4 rooms (2 bedrooms),2 stories,F        What does this mean?,139 m²,Full ownership,Surrounded by garden,Detached wooden storage,no
