header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Josephus Jittastraat 79,1063 NK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88906228-josephus-jittastraat-79/?navigateSource=resultlist,20220130_211429,"€ 445,000 kosten koper","€ 4,541    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1954,Gable roof covered with asphalt roofing,Living area98 m²External storage space6 m²,98 m²,6 m²,117 m²,329 m³,5 rooms (4 bedrooms),3 stories,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,In ownership,117 m²,Alongside a quiet road and in residential district,Back garden and front garden,30 m² (6 meter deep and 5 meter broad),Located at the south,Detached wooden storage,Public parking,no
