header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Barbadosstraat 84,1448 TD Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-42681722-barbadosstraat-84/?navigateSource=resultlist,20220128_084447,"€ 497,500 kosten koper","€ 3,769    The asking price per m² (€ 497,500) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2000,Flat roof,Living area132 m²Exterior space attached to the building19 m²External storage space16 m²,132 m²,19 m²,16 m²,162 m²,436 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,A        What does this mean?,District heating,District heating,162 m²,Full ownership,In residential district and unobstructed surrounding view,Sun terrace,Parking on private property,no
