header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Achtergracht 138 BG,1018 WV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42595286-nieuwe-achtergracht-138-bg/?navigateSource=resultlist,20220130_191841,"€ 1,795,000 kosten koper","€ 5,114    The asking price per m² (€ 1,795,000) is calculated by dividing the asking price of the home by the living area (351 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1887,Living area351 m²Other space inside the building29 m²Exterior space attached to the building46 m²,351 m²,29 m²,46 m²,"1,606 m³",5 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,Ground floor,Not available,Full ownership,Patio/atrium,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
