header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Bremstraat 61,3551 TB Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42410836-bremstraat-61/?navigateSource=resultlist,20220131_163242,"€ 350,000 kosten koper","€ 5,072    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1915,Flat roof,Living area69 m²Exterior space attached to the building3 m²,69 m²,3 m²,55 m²,237 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,"Air conditioning, mechanical ventilation and TV via cable",D        What does this mean?,Roof insulation,CH boiler,CH boiler,"Gas-fired combination boiler from 2003, in ownership",55 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Public parking,no
