header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Haarstraat 112,7462 AT Rijssen        ,https://www.funda.nl/en/koop/rijssen/huis-42651241-haarstraat-112/?navigateSource=resultlist,20220127_234249,"€ 550,000 kosten koper","€ 3,873    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1975,Living area142 m²Exterior space attached to the building14 m²External storage space119 m²,142 m²,14 m²,119 m²,586 m²,518 m³,7 rooms (5 bedrooms),3 stories,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",586 m² (part of parcel),Full ownership,Alongside busy road and in center,Back garden,Detached brick storage,Detached brick garage,6 cars,Parking on private property,no
