header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Facilities.1,Type of garage,Insulation.1,Type of parking facilities,error
Kortrijk 8,1066 TC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42503330-kortrijk-8/?navigateSource=resultlist,20220130_195130,"€ 825,000 kosten koper","€ 5,769    The asking price per m² (€ 825,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1996,Flat roof covered with asphalt roofing,Living area143 m²,143 m²,235 m²,505 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha (gas-fired from 2015, in ownership)",235 m²,Municipal long-term lease (end date of long-term lease:  30-11-2043),Paid until 30-11-2043,Alongside water and unobstructed surrounding view,Surrounded by garden,Built-in,"Loft, electricity, heating and running water",Carport,Completely insulated,Parking on private property,no
