header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Burgemeester Patijnlaan 536,2585 BZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88034687-burgemeester-patijnlaan-536/?navigateSource=resultlist,20220129_154159,"€ 395,000 kosten koper","€ 4,938    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1975,Protected townscape or village view (permit needed for alterations),Living area80 m²,80 m²,230 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,2 stories,5th floor,C        What does this mean?,"Roof insulation, double glazing and floor insulation",Communal central heating and complete floor heating,Central facility,Full ownership,In center and unobstructed surrounding view,Roof terrace present,Built-in,Electricity,No,No,No,No,No,No,no
