header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Zengerij 31,7151 KP Eibergen        ,https://www.funda.nl/en/koop/eibergen/huis-88993047-zengerij-31/?navigateSource=resultlist,20220130_113753,"€ 262,500 kosten koper","€ 3,088    The asking price per m² (€ 262,500) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2016,Gable roof covered with roof tiles,Living area85 m²Other space inside the building23 m²External storage space6 m²,85 m²,23 m²,6 m²,150 m²,378 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Solar panels,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler and partial floor heating,CH boiler,In ownership,150 m²,Full ownership,Back garden and front garden,60 m² (12 meter deep and 5 meter broad),Located at the northwest accessible via the rear,Detached wooden storage,Parking on private property and public parking,no
