header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Stationsstraat 31,7481 JB Haaksbergen        ,https://www.funda.nl/en/koop/haaksbergen/huis-42680256-stationsstraat-31/?navigateSource=resultlist,20220130_164905,"€ 240,000 kosten koper","€ 1,935    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1978,Gable roof covered with roof tiles,Living area124 m²Other space inside the building3 m²,124 m²,3 m²,135 m²,437 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,D        What does this mean?,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2000, in ownership)",135 m²,Full ownership,In residential district,Back garden and front garden,"51 m² (8,5 meter deep and 6 meter broad)",Located at the northwest accessible via the rear,Attached brick storage,Public parking,no
