header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Utrechtsedwarsstraat 18,1017 WG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42550262-utrechtsedwarsstraat-18/?navigateSource=resultlist,20220130_184837,"€ 835,000 kosten koper","€ 9,489    The asking price per m² (€ 835,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,Before 1906,Living area88 m²Other space inside the building39 m²Exterior space attached to the building16 m²,88 m²,39 m²,16 m²,43 m²,383 m³,4 rooms (1 bedroom),1 bathroom,Shower,3 stories and a basement,C        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",43 m²,Full ownership,In center,Sun terrace,Paid parking and resident's parking permits,no
