header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Frans Naereboutstraat 26,3317 VB Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-88998825-frans-naereboutstraat-26/?navigateSource=resultlist,20220127_202631,"€ 365,000 kosten koper","€ 3,067    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2018,Flat roof covered with roof tiles,Living area119 m²External storage space6 m²,119 m²,6 m²,112 m²,425 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,A        What does this mean?,District heating,District heating,112 m²,Full ownership,Back garden,"45 m² (8,79 meter deep and 5,17 meter broad)",Located at the east accessible via the rear,Detached wooden storage,Public parking,no
