header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Type of parking facilities,error
Stationsstraat 23 a,4551 EK Sas van Gent        ,https://www.funda.nl/en/koop/sas-van-gent/appartement-42666858-stationsstraat-23-a/?navigateSource=resultlist,20220128_010112,"€ 219,500 vrij op naam","€ 4,304    The asking price per m² (€ 219,500) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Combination roof covered with roof tiles,Living area51 m²,51 m²,165 m³,2 rooms (1 bedroom),1 bathroom,3 stories,3rd floor,"Elevator, mechanical ventilation, passive ventilation system and TV via cable",Not available,Energy efficient window and completely insulated,CH boiler,CH boiler,"Remeha CW3 (gas-fired combination boiler from 2022, in ownership)",Alongside a quiet road and in residential district,Public parking,no
