header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Boekweitkamp 133,2592 XT Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42662345-boekweitkamp-133/?navigateSource=resultlist,20220129_071636,"€ 425,000 vrij op naam","€ 5,060    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Upstairs apartment (apartment),New property,2023,Flat roof,Woningborg garantiecertificaat,Living area84 m²Exterior space attached to the building8 m²,84 m²,8 m²,280 m³,3 rooms (2 bedrooms),6 stories,1st floor,Elevator and mechanical ventilation,Not available,Triple glazed and completely insulated,Complete floor heating and heat pump,Electrical boiler,In residential district and unobstructed surrounding view,Balcony present,Possibility for garage and parking place,Public parking,no
