header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,error
Den Ekker 7,5491 ZK Sint-Oedenrode        ,https://www.funda.nl/en/koop/sint-oedenrode/huis-88026247-den-ekker-7/?navigateSource=resultlist,20220130_132733,"€ 365,000 kosten koper","€ 3,042    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2006,Gable roof,Living area120 m²Other space inside the building10 m²Exterior space attached to the building4 m²External storage space6 m²,120 m²,10 m²,4 m²,6 m²,180 m²,488 m³,5 rooms (3 bedrooms),3 stories,Air conditioning and mechanical ventilation,A        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,2017,180 m²,Full ownership,Back garden and front garden,"66 m² (12 meter deep and 5,5 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,no
