header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Plot size,Number of rooms,Number of stories,Energy label,Area,error
Kloosterstraat 26,5094 EB Lage Mierde        ,https://www.funda.nl/en/koop/lage-mierde/huis-87379556-kloosterstraat-26/?navigateSource=resultlist,20220129_210850,"€ 499,000 kosten koper",6+ months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1985,"1,190 m²",6 rooms (3 bedrooms),2 stories,A        What does this mean?,1.190 m²,no
