header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Plot size,Area,Ownership situation,Area.1,Ownership situation.1,error
Stationsweg,1852 LN Heiloo        ,https://www.funda.nl/en/koop/heiloo/parkeergelegenheid-42553867-stationsweg/?navigateSource=resultlist,20220129_183058,"€ 22,500 kosten koper",€ 32 per month,3 months,Available,Available in consultation,Underground parking,Resale property,Electricity,40 m²,20 m²,Full ownership,20 m²,Full ownership,no
