header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Plein Delftzicht 1 A,2627 CA Delft        ,https://www.funda.nl/en/koop/delft/appartement-42530186-plein-delftzicht-1-a/?navigateSource=resultlist,20220128_020920,"€ 498,000 kosten koper","€ 4,980    The asking price per m² (€ 498,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 90.00 per month,Maisonnette (apartment),Resale property,2020,Flat roof,Living area100 m²Exterior space attached to the building8 m²,100 m²,8 m²,415 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,1st floor,TV via cable,A        What does this mean?,Completely insulated,Heat pump,Geothermal heating,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Built-in,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 90.00 per month),Yes,Yes,Yes,no
