header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
E2 (Bouwnr. 24),2587 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050743-e2-bouwnr-24/?navigateSource=resultlist,20220131_194551,"€ 803,000 vrij op naam","€ 7,367    The asking price per m² (€ 803,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2023,SWK garantiecertificaat and woningborg garantiecertificaat,Living area109 m²,109 m²,327 m³,3 rooms (2 bedrooms),1 story,3rd floor,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In wooded surroundings and in residential district,Balcony present,Parking place,Parking on private property,no
