header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Dokter Schutterstraat 52,4307 BP Oosterland        ,https://www.funda.nl/en/koop/oosterland/huis-88019208-dokter-schutterstraat-52/?navigateSource=resultlist,20220127_215647,"€ 237,500 kosten koper","€ 2,306    The asking price per m² (€ 237,500) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1978,Partly furnished with carpets and curtains,Pyramid hip roof covered with asphalt roofing,Living area103 m²Other space inside the building16 m²,103 m²,16 m²,188 m²,387 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,"Rolldown shutters, sliding door and TV via cable",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Vailliant (gas-fired combination boiler from 2001, in ownership)",188 m²,Full ownership,In residential district,Back garden and front garden,"91 m² (11 meter deep and 8,3 meter broad)",Located at the southeast,Public parking,no
