header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Kerkhoflaan 13,8602 TW Sneek        ,https://www.funda.nl/en/koop/sneek/huis-42672412-kerkhoflaan-13/?navigateSource=resultlist,20220128_070230,"€ 259,000 kosten koper","€ 3,120    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 15, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1936,Combination roof covered with roof tiles,Living area83 m²Other space inside the building16 m²Exterior space attached to the building14 m²,83 m²,16 m²,14 m²,163 m²,335 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower and toilet,3 stories,"Alarm installation, outdoor awning and TV via cable",D        What does this mean?,"Double glazing, floor insulation and secondary glazing",CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2018, in ownership)",163 m²,Full ownership,In residential district,Back garden and front garden,40 m² (10 meter deep and 4 meter broad),Located at the northwest accessible via the rear,Attached brick storage,no
