header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Balcony/roof garden,Shed / storage,Type of garage,error
Westeinde 8 C,2275 AD Voorburg        ,https://www.funda.nl/en/koop/voorburg/appartement-41990894-westeinde-8-c/?navigateSource=resultlist,20220129_100844,"€ 1,370,250 vrij op naam","€ 6,750    The asking price per m² (€ 1,370,250) is calculated by dividing the asking price of the home by the living area (203 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2020,Living area203 m²Exterior space attached to the building28 m²External storage space5 m²,203 m²,28 m²,5 m²,548 m³,3 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",1 story,3rd floor,A        What does this mean?,Balcony present,Storage box,Parking place,no
