header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Falckstraat 47 a,1017 VV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88871192-falckstraat-47-a/?navigateSource=resultlist,20220130_191916,Price on request,€ 274 per month,5 months,Available,Available in consultation,€ 274.00 per month,Upstairs apartment (apartment),Resale property,1895,Living area147 m²,147 m²,450 m³,3 rooms (2 bedrooms),1 story,2nd floor,Not available,Full ownership,In center,Yes,Yes,Yes (€ 274.00 per month),Yes,Yes,Yes,no
