header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,error
Keverberg 1,6002 XK Weert        ,https://www.funda.nl/en/koop/weert/huis-42510561-keverberg-1/?navigateSource=resultlist,20220129_072142,"€ 235,000 kosten koper","€ 1,794    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1973,Gable roof covered with roof tiles,Living area131 m²External storage space6 m²,131 m²,6 m²,160 m²,392 m³,4 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2013, in ownership)",160 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Electricity,no
