header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Schuddebeursstraat 23,2729 LK Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42656407-schuddebeursstraat-23/?navigateSource=resultlist,20220127_195453,"€ 450,000 kosten koper","€ 3,600    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2005,Combination roof covered with roof tiles,Living area125 m²Exterior space attached to the building2 m²External storage space10 m²,125 m²,2 m²,10 m²,149 m²,430 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories and a attic,Balanced ventilation system and mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas Kombi Kompakt (gas-fired combination boiler from 2020, in ownership)",149 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Electricity,Parking on private property,no
