header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Cornelis Dirkszstraat 16 a,3554 VL Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42686319-cornelis-dirkszstraat-16-a/?navigateSource=resultlist,20220130_115907,"€ 275,000 kosten koper","€ 5,612    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (49 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 60 per month,"January 20, 2022",Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1936,Gable roof covered with roof tiles,Living area49 m²Exterior space attached to the building8 m²,49 m²,8 m²,174 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,1st floor,F        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Nefit ( combination boiler from 2009, in ownership)",Full ownership,Alongside a quiet road and in residential district,Roof terrace present,Public parking,No,No,No,No,No,No,no
