header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Zevenoord 111,3079 MG Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88010670-zevenoord-111/?navigateSource=resultlist,20220126_005252,"€ 299,000 kosten koper","€ 2,392    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1981,Gable roof covered with roof tiles,Living area125 m²,125 m²,136 m²,390 m³,5 rooms (4 bedrooms),3 stories,Mechanical ventilation,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha ( combination boiler, in ownership)",136 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  02-11-2079),Paid until 21-01-2054,Alongside a quiet road and in residential district,Back garden and front garden,Detached brick storage,Public parking,no
