header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of parking facilities,error
Korendijkstraat 36,2586 RP Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42656377-korendijkstraat-36/?navigateSource=resultlist,20220131_205328,"€ 549,000 kosten koper","€ 4,991    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,Before 1906,Combination roof covered with asphalt roofing and roof tiles,Living area110 m²Other space inside the building26 m²Exterior space attached to the building13 m²,110 m²,26 m²,13 m²,89 m²,523 m³,5 rooms (4 bedrooms),2 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",89 m²,Full ownership,Alongside a quiet road,Sun terrace,"13 m² (2,1 meter deep and 6 meter broad)",Located at the south,Paid parking and public parking,no
