header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Rustenburgstraat 119,7311 JA Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42680903-rustenburgstraat-119/?navigateSource=resultlist,20220130_161838,"€ 325,000 kosten koper","€ 6,019    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1915,Combination roof covered with roof tiles,Living area54 m²,54 m²,98 m²,241 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,Skylight and passive ventilation system,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",98 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Back garden,Resident's parking permits,no
