header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Griendwerkerstraat 17,3068 GZ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88986539-griendwerkerstraat-17/?navigateSource=resultlist,20220126_170320,"€ 219,000 kosten koper","€ 2,920    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 138.00 per month,Galleried apartment (apartment),Resale property,1983,Living area75 m²Other space inside the building4 m²Exterior space attached to the building7 m²External storage space6 m²,75 m²,4 m²,7 m²,6 m²,237 m³,3 rooms (2 bedrooms),1 story,1st floor,C        What does this mean?,Double glazing,Communal central heating,Central facility,No,No,No,No,No,No,no
