header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Balcony/roof garden,Type of garage,Capacity,Type of parking facilities,error
Appartement - Type G (Bouwnr. 8),6224 XP Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42499729-appartement-type-g-bouwnr-8/?navigateSource=resultlist,20220130_121636,"€ 364,500 vrij op naam","€ 5,062    The asking price per m² (€ 364,500) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance,New property,2021,Living area72 m²Exterior space attached to the building4 m²External storage space6 m²,72 m²,4 m²,6 m²,278 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,A        What does this mean?,Balcony present,Garage,1 car,"Paid parking, public parking and resident's parking permits",no
