header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Ownership situation.1,Ownership situation.2,Location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Maarten Harpertszoon Trompstraat 14 II,1056 JA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42503184-maarten-harpertszoon-trompstraat-14-ii/?navigateSource=resultlist,20220130_231241,"€ 635,000 kosten koper","€ 7,651    The asking price per m² (€ 635,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 245.00 per month,Upstairs apartment (apartment),Resale property,1906-1930,Living area83 m²External storage space20 m²,83 m²,20 m²,275 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,Not available,Double glazing,CH boiler,Full ownership,Full ownership,Full ownership,Alongside a quiet road and in residential district,Storage box,Electricity,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 245.00 per month),Yes,Yes,Yes,no
