header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
van Goyenlaan 112,3764 XL Soest        ,https://www.funda.nl/en/koop/soest/appartement-88047924-van-goyenlaan-112/?navigateSource=resultlist,20220129_075846,"€ 240,000 kosten koper","€ 3,333    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,€ 200.00 per month,Galleried apartment (apartment),Resale property,1962,Living area72 m²Exterior space attached to the building4 m²External storage space6 m²,72 m²,4 m²,6 m²,228 m³,2 rooms (1 bedroom),1 story,2nd floor,Elevator and TV via cable,D        What does this mean?,"Alongside park, In wooded surroundings and in residential district",Yes,Yes,Yes (€ 200.00 per month),Yes,Yes,Yes,no
