header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Zuid Willemsvaart 219,5211 SH Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42531966-zuid-willemsvaart-219/?navigateSource=resultlist,20220201_112003,"€ 1,375,000 kosten koper","€ 5,228    The asking price per m² (€ 1,375,000) is calculated by dividing the asking price of the home by the living area (263 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 232 per month,2 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,2017,Flat roof,Living area263 m²Exterior space attached to the building17 m²,263 m²,17 m²,"1,032 m³",6 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,Bath and 2 showers,3 stories,A+        What does this mean?,Completely insulated,"CH boiler, partial floor heating and heat recovery unit",Electrical boiler,"Combination boiler, in ownership","Alongside water, in center and unobstructed surrounding view",Roof terrace present,Detached brick storage,Parking on gated property,no
