header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Balladeberg 30,4707 ST Roosendaal        ,https://www.funda.nl/en/koop/roosendaal/huis-88051200-balladeberg-30/?navigateSource=resultlist,20220130_141955,"€ 275,000 kosten koper","€ 2,926    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof covered with roof tiles,Living area94 m²Exterior space attached to the building18 m²External storage space5 m²,94 m²,18 m²,5 m²,151 m²,335 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Skylight, mechanical ventilation and solar panels",C        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2013, in ownership",151 m²,Full ownership,Back garden and front garden,"60 m² (11 meter deep and 5,5 meter broad)",Located at the south accessible via the rear,Detached wooden storage,Parking on private property and public parking,no
