header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,Fees,error
Eric Kropstraat,3071 AE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-4376061-eric-kropstraat/?navigateSource=resultlist,20220126_010805,"€ 37,500 kosten koper","€ 36,000 kosten koper",6+ months,Available,Available in consultation,Parking place,Resale property,1,Municipal long-term lease (end date of long-term lease:  13-04-2093),Paid until 13-04-2044,no
