header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
De Buiskap 43,8251 DG Dronten        ,https://www.funda.nl/en/koop/dronten/huis-42582052-de-buiskap-43/?navigateSource=resultlist,20220129_090034,"€ 239,000 kosten koper","€ 3,274    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1976,Living area73 m²External storage space15 m²,73 m²,15 m²,137 m²,299 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,E        What does this mean?,"Double glazing, insulated walls and floor insulation",CH boiler,137 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"52 m² (9,5 meter deep and 5,5 meter broad)",Located at the east accessible via the rear,Detached brick storage,Public parking,no
