header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Heinrich Böllstraat 45,6515 ZL Nijmegen        ,https://www.funda.nl/en/koop/nijmegen/huis-88045203-heinrich-bollstraat-45/?navigateSource=resultlist,20220127_203416,"€ 400,000 kosten koper","€ 3,125    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2017,Living area128 m²External storage space6 m²,128 m²,6 m²,134 m²,470 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",District heating,District heating,134 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,"64 m² (11 meter deep and 5,8 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Electricity,No insulation,Public parking,no
