header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,error
Sparstraat 20,3812 ZM Amersfoort        ,https://www.funda.nl/en/koop/amersfoort/huis-42586942-sparstraat-20/?navigateSource=resultlist,20220129_052024,"€ 325,000 kosten koper","€ 3,963    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1949,Living area82 m²,82 m²,132 m²,370 m³,4 rooms,3 stories,C        What does this mean?,132 m²,no
