header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Location.1,Garden location,Shed / storage,error
Gageldonk 4,5235 CP Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-88010492-gageldonk-4/?navigateSource=resultlist,20220201_113546,"€ 269,000 kosten koper","€ 2,381    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof,Living area113 m²Other space inside the building9 m²Exterior space attached to the building8 m²,113 m²,9 m²,8 m²,94 m²,358 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",CH boiler,2017,94 m²,Full ownership,In residential district,Location,"14 m² (6 meter deep and 2,4 meter broad)",Located at the northwest accessible via the rear,Attached wooden storage,no
