header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Kerkstraat 19,6901 AA Zevenaar        ,https://www.funda.nl/en/koop/zevenaar/huis-88919676-kerkstraat-19/?navigateSource=resultlist,20220129_020624,"€ 350,000 kosten koper","€ 3,465    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2021,Listed building (national monument),Hipped roof covered with roof tiles,Living area101 m²Exterior space attached to the building13 m²,101 m²,13 m²,130 m²,300 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,"Skylight, optical fibre, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",130 m²,Full ownership,In center,Back garden,Resident's parking permits,no
