header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Wiardastraat 40,8934 AR Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-42672867-wiardastraat-40/?navigateSource=resultlist,20220130_140053,"€ 210,000 kosten koper","€ 2,143    The asking price per m² (€ 210,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1935,Flat roof covered with asphalt roofing,Living area98 m²Other space inside the building16 m²Exterior space attached to the building28 m²,98 m²,16 m²,28 m²,147 m²,415 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories,Passive ventilation system and TV via cable,G        What does this mean?,CH boiler,147 m²,Full ownership,Alongside busy road and in residential district,Front garden and side garden,Roof terrace present,Attached brick garage,1 car,Electricity,Public parking,no
