header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lijndenstraat 22 hs,1018 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42527069-lijndenstraat-22-hs/?navigateSource=resultlist,20220130_225341,"€ 349,000 kosten koper","€ 6,980    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,Before 1906,Monumental building,Gable roof covered with asphalt roofing and roof tiles,Living area50 m²,50 m²,167 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,TV via cable,D            2.03What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,Intergas (gas-fired combination boiler),Full ownership,Alongside a quiet road and in center,Paid parking and public parking,Yes,No,No,No,Yes,Yes,no
