header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Conradkade 55,2517 BR Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88039398-conradkade-55/?navigateSource=resultlist,20220131_215221,"€ 1,245,000 kosten koper","€ 3,854    The asking price per m² (€ 1,245,000) is calculated by dividing the asking price of the home by the living area (323 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1906-1930,Protected townscape or village view (permit needed for alterations),Flat roof,Living area323 m²Other space inside the building10 m²,323 m²,10 m²,167 m²,"1,244 m³",11 rooms (9 bedrooms),4 stories,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired, in ownership",167 m²,Full ownership,In center,Back garden,Public parking,no
