header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Weissmanstraat 7,1067 RB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88014031-weissmanstraat-7/?navigateSource=resultlist,20220130_203257,"€ 575,000 kosten koper","€ 4,356    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2017,Flat roof covered with asphalt roofing,Living area132 m²External storage space5 m²,132 m²,5 m²,94 m²,463 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,A        What does this mean?,Double glazing,District heating,District heating,94 m²,Ownership encumbered with long-term leaset,Alongside a quiet road and in residential district,Back garden,"22 m² (4,32 meter deep and 5,15 meter broad)",Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
