header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Columbusstraat 281,2561 AL Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-87762519-columbusstraat-281/?navigateSource=resultlist,20220131_203046,"€ 400,000 kosten koper","€ 2,941    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 225.00 per month,Upstairs apartment (apartment),Resale property,1910,Protected townscape or village view (permit needed for alterations),Flat roof covered with asphalt roofing,Living area136 m²Exterior space attached to the building7 m²,136 m²,7 m²,515 m³,7 rooms (5 bedrooms),2 separate toilets,2 stories,1st floor,Passive ventilation system and flue,G        What does this mean?,No insulation,No heating,Full ownership,Alongside a quiet road and in residential district,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 225.00 per month),Yes,Yes,No,no
