header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,error
Rodezand 3 D 30,3011 AM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41398969-rodezand-3-d-30/?navigateSource=resultlist,20220126_005417,"€ 855,000 vrij op naam","€ 6,527    The asking price per m² (€ 855,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,SWK garantiecertificaat,Living area131 m²Exterior space attached to the building8 m²,131 m²,8 m²,360 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,30th floor,"Balanced ventilation system, optical fibre, elevator, mechanical ventilation and TV via cable",Not available,Double glazing and completely insulated,"District heating, complete floor heating and heat recovery unit",District heating,"In center, in residential district and unobstructed surrounding view",Sun terrace,Balcony present,no
