header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Bijloopstraat 15,4813 HS Breda        ,https://www.funda.nl/en/koop/breda/huis-42650396-bijloopstraat-15/?navigateSource=resultlist,20220127_225409,"€ 598,000 kosten koper","€ 3,934    The asking price per m² (€ 598,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,2002,Living area152 m²Other space inside the building9 m²Exterior space attached to the building8 m²,152 m²,9 m²,8 m²,198 m²,571 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,TV via cable,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Bosch (gas-fired from 2013, in ownership)",198 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"49 m² (5,6 meter deep and 8,75 meter broad)",Located at the south,Balcony present,Parking on private property and public parking,no
