header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Type of parking facilities,error
Bosstraat 24,4611 ND Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-87665573-bosstraat-24/?navigateSource=resultlist,20220130_115649,"€ 525,000 kosten koper","€ 1,250    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (420 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,1600,Protected townscape or village view (permit needed for alterations) and listed building (national monument),Combination roof covered with asphalt roofing and roof tiles,Living area420 m²,420 m²,"1,400 m³",7 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,"Alarm installation, skylight and TV via cable",Not required,Roof insulation and partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2017, in ownership",Full ownership,Full ownership,In center,Balcony present,"Paid parking, public parking, parking garage and resident's parking permits",no
